Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Nigeria,NGA,2021,NA,44.03,NA,44.03,906.3109131,NA,NA,NA,5,5,NA,NA,37.11700058,NA,906.3109131,NA,NA,NA,5,5,NA,NA,37.11700058,NA
Nigeria,NGA,2022,NA,44.42,NA,44.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2023,NA,43.54,NA,43.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2024,NA,42.67,NA,42.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2025,NA,41.8,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2026,NA,40.97,NA,40.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2027,NA,40.14,NA,40.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2028,NA,39.32,NA,39.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2029,NA,38.51,NA,38.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2030,NA,37.71,NA,37.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2019,NA,0.06,NA,0.06,6472.839355,NA,NA,19801.875,1,1,1.708402514,0.575380147,18.45100021,332.09,6472.839355,NA,NA,19801.875,1,1,1.708402514,0.575380147,18.45100021,332.09
Saudi Arabia,SAU,2020,NA,0.06,NA,0.06,6042.749023,NA,NA,18691.24805,NA,NA,0.701442242,0.77118665,18.23800087,NA,6042.749023,NA,NA,18691.24805,NA,NA,0.701442242,0.77118665,18.23800087,NA
Saudi Arabia,SAU,2021,NA,0.05,NA,0.05,5989.717285,NA,NA,NA,1,1,NA,NA,17.47299957,NA,5989.717285,NA,NA,NA,1,1,NA,NA,17.47299957,NA
Saudi Arabia,SAU,2022,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2023,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2024,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2025,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2026,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2027,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2028,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2029,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2030,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2019,NA,0.02,NA,0.02,2099.72876,NA,NA,40438.33984,2,2,5.087575912,4.284274578,9.75,325.88,2099.72876,NA,NA,40438.33984,2,2,5.087575912,4.284274578,9.75,325.88
United Arab Emirates,ARE,2020,NA,0.02,NA,0.02,1937.3573,NA,NA,37497.59375,NA,NA,5.276951313,5.540874481,10.61999989,NA,1937.3573,NA,NA,37497.59375,NA,NA,5.276951313,5.540874481,10.61999989,NA
United Arab Emirates,ARE,2021,NA,0.02,NA,0.02,1911.746338,NA,NA,NA,2,2,NA,NA,10.30700016,NA,1911.746338,NA,NA,NA,2,2,NA,NA,10.30700016,NA
United Arab Emirates,ARE,2022,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2023,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2024,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2025,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2026,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2027,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2028,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2029,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2030,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2019,NA,0.54,NA,0.54,8721.280273,NA,NA,60836.76953,NA,NA,0.570100844,1.409955859,11.25800037,157.01,8721.280273,NA,NA,60836.76953,NA,NA,0.570100844,1.409955859,11.25800037,157.01
United States,USA,2020,NA,0.54,NA,0.54,8275.333984,NA,NA,58203.37891,NA,NA,1.487574816,1.008436441,10.93900013,NA,8275.333984,NA,NA,58203.37891,NA,NA,1.487574816,1.008436441,10.93900013,NA
United States,USA,2021,NA,0.53,NA,0.53,8270.379883,NA,NA,NA,NA,NA,NA,NA,11.05599976,NA,8270.379883,NA,NA,NA,NA,NA,NA,NA,11.05599976,NA
United States,USA,2022,NA,0.53,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2023,NA,0.53,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2024,NA,0.53,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2025,NA,0.52,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2026,NA,0.52,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2027,NA,0.52,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2028,NA,0.52,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2029,NA,0.52,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States,USA,2030,NA,0.51,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2019,NA,12.93,NA,12.93,605.4233398,NA,NA,NA,3,2,NA,NA,16.88800049,222.69,605.4233398,NA,NA,NA,3,2,NA,NA,16.88800049,222.69
Venezuela,VEN,2020,NA,13.32,NA,13.32,380.3205566,NA,NA,NA,NA,NA,NA,NA,16.21299934,NA,380.3205566,NA,NA,NA,NA,NA,NA,NA,16.21299934,NA
Venezuela,VEN,2021,NA,13.73,NA,13.73,388.5405273,NA,NA,NA,3,2,NA,NA,15.87699986,NA,388.5405273,NA,NA,NA,3,2,NA,NA,15.87699986,NA
Venezuela,VEN,2022,NA,14.13,NA,14.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2023,NA,14.59,NA,14.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2024,NA,15.07,NA,15.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2025,NA,15.57,NA,15.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2026,NA,16.04,NA,16.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2027,NA,16.53,NA,16.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2028,NA,17.04,NA,17.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2029,NA,17.57,NA,17.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,VEN,2030,NA,18.13,NA,18.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1900,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1901,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1902,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1903,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1904,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1905,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1906,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1907,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1908,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1909,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1910,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1911,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1912,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1913,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1914,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1915,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1916,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1917,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1918,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1919,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1920,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1921,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1922,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1923,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1924,NA,NA,NA,NA,0.023259999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023259999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1925,NA,NA,NA,NA,0.023259999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023259999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1926,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1927,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1928,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1929,NA,NA,NA,NA,0.03489,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03489,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1930,NA,NA,NA,NA,0.023259999,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023259999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1931,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1932,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1933,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1934,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1935,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1936,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1937,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1938,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1939,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1940,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1941,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1942,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1943,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1944,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01163,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1945,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1946,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1947,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1948,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1949,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1950,NA,NA,NA,NA,0.03489,NA,NA,NA,NA,NA,NA,NA,51.05400085,NA,0.03489,NA,NA,NA,NA,NA,NA,NA,51.05400085,NA
Algeria,DZA,1951,NA,NA,NA,NA,0.081409998,NA,NA,NA,NA,NA,NA,NA,50.64699936,NA,0.081409998,NA,NA,NA,NA,NA,NA,NA,50.64699936,NA
Algeria,DZA,1952,NA,NA,NA,NA,0.534979999,NA,NA,NA,NA,NA,NA,NA,50.21900177,NA,0.534979999,NA,NA,NA,NA,NA,NA,NA,50.21900177,NA
Algeria,DZA,1953,NA,NA,NA,NA,0.988550007,NA,NA,NA,NA,NA,NA,NA,49.89899826,NA,0.988550007,NA,NA,NA,NA,NA,NA,NA,49.89899826,NA
Algeria,DZA,1954,NA,NA,NA,NA,0.848990023,NA,NA,NA,NA,NA,NA,NA,49.71099854,NA,0.848990023,NA,NA,NA,NA,NA,NA,NA,49.71099854,NA
Algeria,DZA,1955,NA,NA,NA,NA,0.639649987,NA,NA,NA,NA,NA,NA,NA,49.59600067,NA,0.639649987,NA,NA,NA,NA,NA,NA,NA,49.59600067,NA
Algeria,DZA,1956,NA,NA,NA,NA,0.395420015,NA,NA,NA,NA,NA,NA,NA,49.42599869,NA,0.395420015,NA,NA,NA,NA,NA,NA,NA,49.42599869,NA
Algeria,DZA,1957,NA,NA,NA,NA,0.244230002,NA,NA,NA,NA,NA,NA,NA,49.24499893,NA,0.244230002,NA,NA,NA,NA,NA,NA,NA,49.24499893,NA
Algeria,DZA,1958,NA,NA,NA,NA,4.98927021,NA,NA,NA,NA,NA,NA,NA,49.19900131,NA,4.98927021,NA,NA,NA,NA,NA,NA,NA,49.19900131,NA
Algeria,DZA,1959,NA,NA,NA,NA,14.32816029,NA,NA,NA,NA,NA,NA,NA,48.86600113,NA,14.32816029,NA,NA,NA,NA,NA,NA,NA,48.86600113,NA
Algeria,DZA,1960,NA,NA,NA,NA,100.3901596,NA,NA,2170.312744,NA,NA,NA,NA,48.72200012,NA,100.3901596,NA,NA,2170.312744,NA,NA,NA,NA,48.72200012,NA
Algeria,DZA,1961,NA,NA,NA,NA,182.0909119,NA,NA,1828.972778,NA,NA,NA,NA,48.63399887,NA,182.0909119,NA,NA,1828.972778,NA,NA,NA,NA,48.63399887,NA
Algeria,DZA,1962,NA,NA,NA,NA,238.4964142,NA,NA,1433.100586,NA,NA,NA,NA,48.68000031,NA,238.4964142,NA,NA,1433.100586,NA,NA,NA,NA,48.68000031,NA
Algeria,DZA,1963,NA,NA,NA,NA,274.8983154,NA,NA,1877.512939,NA,NA,NA,NA,48.5929985,NA,274.8983154,NA,NA,1877.512939,NA,NA,NA,NA,48.5929985,NA
